ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
2365,Histone deacetylase 1,HDAC1,1277084,U50079,Q13547,HDAC1_HUMAN,4BKX; 5ICN; 6Z2J; 6Z2K; 7AO8; 7AO9; 7AOA; 7SME,HDAC1,HDAC1,HGNC:4852,Humans,DB05015; DB06603; DB12645
8799,Histone deacetylase 11,HDAC11,,,Q96DB2,HDA11_HUMAN,,HDAC11,,HGNC:19086,Humans,DB05015; DB06603; DB12645
2366,Histone deacetylase 2,HDAC2,1667394,U31814,Q92769,HDAC2_HUMAN,3MAX; 4LXZ; 4LY1; 5IWG; 5IX0; 6G3O; 6WBW; 6WBZ; 6WHN; 6WHO; 6WHQ; 6WHZ; 6WI3; 6XDM; 6XEB; 6XEC; 7JS8; 7KBG; 7KBH; 7LTG; 7LTK; 7LTL; 7MOS; 7MOT; 7MOX; 7MOY; 7MOZ; 7ZZO; 7ZZP; 7ZZR; 7ZZS; 7ZZT; 7ZZU; 7ZZW; 8A0B; 8BPA; 8BPB; 8BPC; 8C60,HDAC2,HDAC2,HGNC:4853,Humans,DB05015; DB06603; DB12645
2367,Histone deacetylase 3,HDAC3,2326173,U66914,O15379,HDAC3_HUMAN,4A69,HDAC3,HDAC3,HGNC:4854,Humans,DB05015; DB06603; DB12645
3523,Histone deacetylase 4,HDAC4,,AF132607,P56524,HDAC4_HUMAN,2H8N; 2O94; 2VQJ; 2VQM; 2VQO; 2VQQ; 2VQV; 2VQW; 3UXG; 3UZD; 3V31; 4CBT; 4CBY; 5A2S; 5ZOO; 5ZOP; 6FYZ; 7XUZ; 8PDE,HDAC4,HDAC4,HGNC:14063,Humans,DB05015; DB06603; DB12645
3524,Histone deacetylase 5,HDAC5,,BK000028,Q9UQL6,HDAC5_HUMAN,5UWI; 8Q9P,HDAC5,HDAC5,HGNC:14068,Humans,DB05015; DB06603; DB12645
2368,Histone deacetylase 6,HDAC6,4754911,AF132609,Q9UBN7,HDAC6_HUMAN,3C5K; 3GV4; 3PHD; 5B8D; 5EDU; 5KH3; 5KH7; 5KH9; 5WBN; 5WPB; 6CE6; 6CE8; 6CEA; 6CEC; 6CED; 6CEE; 6CEF; 7ZYU; 8G43; 8G44; 8G45,HDAC6,HDAC6,HGNC:14064,Humans,DB05015; DB06603; DB12645
3525,Histone deacetylase 7,HDAC7,,BC020505,Q8WUI4,HDAC7_HUMAN,3C0Y; 3C0Z; 3C10; 3ZNR; 3ZNS; 8Q9Q,HDAC7,HDAC7,HGNC:14067,Humans,DB05015; DB06603; DB12645
1608,Histone deacetylase 8,HDAC8,8118721,AF230097,Q9BY41,HDAC8_HUMAN,1T64; 1T67; 1T69; 1VKG; 1W22; 2V5W; 2V5X; 3EW8; 3EWF; 3EZP; 3EZT; 3F06; 3F07; 3F0R; 3MZ3; 3MZ4; 3MZ6; 3MZ7; 3RQD; 3SFF; 3SFH; 4QA0; 4QA1; 4QA2; 4QA3; 4QA4; 4QA5; 4QA6; 4QA7; 4RN0; 4RN1; 4RN2; 5BWZ; 5D1B; 5D1C; 5D1D; 5DC5; 5DC6; 5DC7; 5DC8; 5FCW; 5THS; 5THT; 5THU; 5THV; 5VI6; 6HSK; 6ODA; 6ODB; 6ODC; 7JVU; 7JVV; 7JVW,HDAC8,HDAC8,HGNC:13315,Humans,DB05015; DB06603; DB12645
881,Histone deacetylase 9,HDAC9,15590680,AY032737,Q9UKV0,HDAC9_HUMAN,8Q9N; 8Q9R,HDAC9,HDAC9,HGNC:14065,Humans,DB05015; DB06603; DB12645
3526,Polyamine deacetylase HDAC10,HDAC10,,AL512711,Q969S8,HDA10_HUMAN,,HDAC10,HDAC10,HGNC:18128,Humans,DB05015; DB06603; DB12645
795,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,31631,X13584,P14867,GBRA1_HUMAN,6CDU; 6D1S; 6D6T; 6D6U; 6HUG; 6HUJ; 6HUK; 6HUO; 6HUP; 6I53; 6X3S; 6X3T; 6X3U; 6X3V; 6X3W; 6X3X; 6X3Z; 6X40; 7PBD; 7PBZ; 7PC0; 7QNE; 7T0W; 7T0Z; 8DD2; 8DD3; 8SGO; 8SI9; 8SID; 8VQY; 8VRN,GABRA1,GABRA1,HGNC:4075,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
381,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,386422,S62907,P47869,GBRA2_HUMAN,,GABRA2,GABRA2,HGNC:4076,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
523,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,386424,S62908,P34903,GBRA3_HUMAN,,GABRA3,GABRA3,HGNC:4077,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
471,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,182916,L08485,P31644,GBRA5_HUMAN,5O8F; 5OJM; 6A96; 8BEJ; 8BGI; 8BHA; 8BHB; 8BHG; 8BHI; 8BHK; 8BHM; 8BHO; 8BHQ; 8BHR; 8BHS,GABRA5,GABRA5,HGNC:4079,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
3593,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,193783776,AK122845,Q8N1C3,GBRG1_HUMAN,,GABRG1,,HGNC:4086,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
3592,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,31637,X15376,P18507,GBRG2_HUMAN,6D6T; 6D6U; 6HUG; 6HUJ; 6HUK; 6HUO; 6HUP; 6I53; 6X3S; 6X3T; 6X3U; 6X3V; 6X3W; 6X3X; 6X3Z; 6X40; 7QNB; 7QNE; 7T0W; 7T0Z; 8DD2; 8DD3; 8SGO; 8SI9; 8SID; 8VQY; 8VRN,GABRG2,,HGNC:4087,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
3594,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,1754749,S82769,Q99928,GBRG3_HUMAN,,GABRG3,,HGNC:4088,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
207,ATP-binding cassette sub-family C member 8,ABCC8,1374919,L78243,Q09428,ABCC8_HUMAN,6C3O; 6C3P; 7S5V; 7S5X; 7S5Y; 7S5Z; 7S60; 7S61,ABCC8,ABCC8,HGNC:59,Humans,DB00839; DB01016
708,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,1088445,D50582,Q14654,KCJ11_HUMAN,6C3O; 6C3P; 7S5T; 7S5X; 7S5Y; 7S5Z; 7S60; 7S61,KCNJ11,KCNJ11,HGNC:6257,Humans,DB00839; DB01016
5569,Toxin B,toxB,,,P18177,TOXB_PEPDI,2BVL; 2BVM; 4NC2; 4NP4,,,,Peptoclostridium difficile,DB13140
8842,Calmodulin-2,CALM2,,,P0DP24,CALM2_HUMAN,3O77; 3O78; 5COC; 5J03; 5NIN; 5VMS; 5WSU; 5WSV; 6PLM; 6S5T; 6SZ5; 6XXF; 6Y4O; 7MIR; 7MIS; 7PPO; 7PQE; 8K9Z; 8KA0; 8KA1,CALM2,,HGNC:1445,Humans,DB00831; DB01218
8843,Calmodulin-3,CALM3,,,P0DP25,CALM3_HUMAN,5COC; 5J03; 6K67; 7BYL; 7BYM; 7BYN; 7CR3; 7CR4; 7CR7; 7VNP; 7VNQ; 7VNR; 7XNI; 7XNK; 7XNL; 7XNN; 8BD2,CALM3,,HGNC:1449,Humans,DB00831; DB01218
430,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,,M92270,Q13936,CAC1C_HUMAN,1T0J; 2BE6; 2F3Y; 2F3Z; 2LQC; 3G43; 3OXQ; 5V2P; 5V2Q; 6C0A; 6DAD; 6DAE; 6DAF; 6U39; 6U3A; 6U3B; 6U3D; 7L8V; 8EOG; 8EOI; 8FD7; 8FHS; 8WE6; 8WE7; 8WE8; 8WE9; 8WEA,CACNA1C,CACNA1C,HGNC:1390,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,3LV3; 7UHF; 7UHG; 8E59; 8E5A; 8E5B,CACNA1D,CACNA1D,HGNC:1391,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,,CACNA1F,CACNA1F,HGNC:1393,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,2VAY; 6B27,CACNA1S,CACNA1S,HGNC:1397,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
303,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,179806,M92303,Q02641,CACB1_HUMAN,7VFS; 7VFU; 7VFV; 7VFW; 7XLQ; 7YG5,CACNB1,CACNB1,HGNC:1401,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,8HLP; 8HMA; 8HMB,CACNB2,CACNB2,HGNC:1402,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,7MIX; 7MIY; 7UHF; 7UHG; 8E59; 8E5A; 8E5B; 8EPL; 8FHS; 8WE6; 8WE7; 8WE8; 8WE9; 8X90; 8X91; 8X93,CACNB3,CACNB3,HGNC:1403,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,2D46,CACNB4,CACNB4,HGNC:1404,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,2213913,AF004884,O00555,CAC1A_HUMAN,3BXK; 8X90; 8X91; 8X93,CACNA1A,CACNA1A,HGNC:1388,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
483,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,6625659,AF134986,O43497,CAC1G_HUMAN,,,CACNA1G,HGNC:1394,Humans,DB09238
864,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,14670397,AF051946,O95180,CAC1H_HUMAN,9AYG; 9AYH; 9AYJ; 9AYK; 9AYL,CACNA1H,CACNA1H,HGNC:1395,Humans,DB09238
12,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I,5565888,AF129133,Q9P0X4,CAC1I_HUMAN,7WLI; 7WLJ; 7WLK; 7WLL,CACNA1I,CACNA1I,HGNC:1396,Humans,DB09238
8876,Diacylglycerol O-acyltransferase 2,DGAT2,,,Q96PD7,DGAT2_HUMAN,,DGAT2,,HGNC:16940,Humans,DB00627; DB09568; DB13961
4796,Transferrin receptor protein 1,TFRC,,,P02786,TFR1_HUMAN,1CX8; 1DE4; 1SUV; 2NSU; 3KAS; 3S9L; 3S9M; 3S9N; 6D03; 6D04; 6D05; 6GSR; 6H5I; 6OKD; 6W3H; 6WRV; 6WRW; 6WRX; 6Y76; 7ZQS; 8P0Z,TFRC,,HGNC:11763,Humans,DB13949; DB14520
5896,Apolipoprotein C-III,APOC3,,,P02656,APOC3_HUMAN,2JQ3,APOC3,,HGNC:610,Humans,DB15067
8893,Alpha-actinin-1,ACTN1,,,P12814,ACTN1_HUMAN,2EYI; 2EYN; 2N8Y; 2N8Z,ACTN1,,HGNC:163,Humans,DB06773
8894,Annexin A4,ANXA4,,,P09525,ANXA4_HUMAN,2ZOC,ANXA4,,HGNC:542,Humans,DB00591
8908,Prostate-specific antigen,KLK3,,,P07288,KLK3_HUMAN,2ZCH; 2ZCK; 2ZCL; 3QUM,KLK3,,HGNC:6364,Humans,DB16019; DB16778
8934,Calcitonin gene-related peptide type 1 receptor,CALCRL,,,Q16602,CALRL_HUMAN,3AQF; 3N7P; 3N7R; 3N7S; 4RWF; 4RWG; 5V6Y; 6D1U; 6E3Y; 6UMG; 6UUN; 6UUS; 6UVA; 6V2E; 6ZHO; 6ZIS; 7KNT; 7KNU; 7P0F; 7P0I; 8AX5; 8AX6; 8AX7,CALCRL,,HGNC:16709,Humans,DB12457; DB14039; DB15328; DB15688; DB16098
8970,Proliferating cell nuclear antigen,PCNA,,,P12004,PCNA_HUMAN,1AXC; 1U76; 1U7B; 1UL1; 1VYJ; 1VYM; 1W60; 2ZVK; 2ZVL; 2ZVM; 3JA9; 3P87; 3TBL; 3VKX; 3WGW; 4D2G; 4RJF; 4ZTD; 5E0T; 5E0U; 5E0V; 5IY4; 5MAV; 5MLO; 5MLW; 5MOM; 5YCO; 5YD8; 6CBI; 6EHT; 6FCM; 6FCN; 6GIS; 6GWS; 6HVO; 6K3A; 6QC0; 6QCG; 6S1M; 6S1N; 6S1O; 6TNY; 6TNZ; 6VVO; 7EFA; 7KQ0; 7KQ1; 7M5L; 7M5M; 7M5N; 7NV0; 7NV1; 7QNZ; 7QO1; 8B8T; 8COB; 8E84; 8F5Q; 8GCJ; 8GL9; 8GLA; 8UI7; 8UI8; 8UI9; 8UII; 8UMT; 8UMU; 8UMV; 8UMW; 8UMY; 8UN0; 9F6D; 9F6E; 9F6F,PCNA,,HGNC:8729,Humans,DB03619
8988,"Keratin, type II cytoskeletal 2 epidermal",KRT2,,,P35908,K22E_HUMAN,,KRT2,,HGNC:6439,Humans,DB11157
9000,Coagulation factor XIII B chain,F13B,,,P05160,F13B_HUMAN,,F13B,,HGNC:3534,Humans,DB09310; DB11300; DB11571
9051,Penicillin-binding protein 3,pbpC,,,A0A0E1R3H3,A0A0E1R3H3_LISMN,,,,,Listeria monocytogenes serotype 4b str. LL195,DB00485
9144,Survival motor neuron protein,SMN2,,,B4DP61,B4DP61_HUMAN,,,,HGNC:11117,Humans,DB13161
9151,Histamine H1 receptor,Hrh1,,,P70174,HRH1_MOUSE,,,,,Mouse,DB11160
9161,Retinoid isomerohydrolase,RPE65,,,Q16518,RPE65_HUMAN,,RPE65,,HGNC:10294,Humans,DB13932
9168,Transient receptor potential cation channel subfamily V member 4,TRPV4,,,Q9HBA0,TRPV4_HUMAN,4DX1; 4DX2; 7AA5; 8FC7; 8FC8; 8FC9; 8FCA; 8FCB; 8JU5; 8JU6; 8JVI; 8JVJ; 8T1B; 8T1C; 8T1D; 8T1E; 8T1F,TRPV4,,HGNC:18083,Humans,DB00265; DB04272
9282,Bone morphogenetic protein receptor type-1A,BMPR1A,,,P36894,BMR1A_HUMAN,1ES7; 1REW; 2GOO; 2H62; 2H64; 2K3G; 2QJ9; 2QJA; 2QJB; 3NH7; 3QB4,BMPR1A,,HGNC:1076,Humans,DB11639
9283,Somatostatin receptor type 4,SSTR4,,,P31391,SSR4_HUMAN,7XMS; 7XMT,SSTR4,,HGNC:11333,Humans,DB09099; DB13985
9291,Nucleotide-binding oligomerization domain-containing protein 2,NOD2,,,Q9HC29,NOD2_HUMAN,,NOD2,,HGNC:5331,Humans,DB13615
9292,Bone morphogenetic protein receptor type-2,BMPR2,,,Q13873,BMPR2_HUMAN,2HLQ; 3G2F; 6UNP; 7PPA; 7PPB; 7PPC; 7U5O,BMPR2,,HGNC:1078,Humans,DB11639
9294,30 kDa immediate-early protein 2,UL122,,,P06434,VIE3_HCMVT,,,,,Human cytomegalovirus (strain Towne),DB06759
9295,45 kDa immediate-early protein 2,UL122,,,P06435,IE247_HCMVT,,,,,Human cytomegalovirus (strain Towne),DB06759
9300,Thyroxine 5-deiodinase,DIO3,,,P55073,IOD3_HUMAN,,DIO3,,HGNC:2885,Humans,DB09333
9301,Macrophage mannose receptor 1,MRC1,,,P22897,MRC1_HUMAN,1EGG; 1EGI; 5XTS; 5XTW; 6INN; 6INO; 6INU; 6INV; 6IOE; 7JUB; 7JUC; 7JUD; 7JUE; 7JUF; 7JUG; 7JUH; 7L61; 7L62; 7L63; 7L64; 7L65; 7L66; 7L67; 7L68,MRC1,,HGNC:7228,Humans,DB09266
9308,Fibroblast growth factor 23,FGF23,,,Q7Z4T2,Q7Z4T2_HUMAN,,,,,Humans,DB14012
9309,Sodium/iodide cotransporter,SLC5A5,,,Q92911,SC5A5_HUMAN,,SLC5A5,,HGNC:11040,Humans,DB05382; DB09418
9312,DNA polymerase,DNApol,,,Q91CQ6,Q91CQ6_HHV1,,,,,Human herpesvirus 1,DB03312; DB13421
9313,Botulinum neurotoxin type C1,,,,P18640,BXC1_CLOBO,2QN0; 3DEB; 3N7K; 3R4S; 3R4U,,,,Clostridium botulinum,DB13898
9314,Botulinum neurotoxin type D,botD,,,P19321,BXD_CLOBO,2FPQ; 3N7J; 3OBR; 3OBT; 3OGG; 3RMX; 3RMY; 5BQM; 5BQN,,,,Clostridium botulinum,DB13902
9315,Botulinum neurotoxin type E,,,,Q00496,BXE_CLOBO,1T3A; 1T3C; 1ZKW; 1ZKX; 1ZL5; 1ZL6; 1ZN3; 3FFZ,,,,Clostridium botulinum,DB13897
9316,Botulinum neurotoxin type F,botF,,,P30996,BXF_CLOBO,2A8A; 2A97; 3FIE; 3FII,,,,Clostridium botulinum,DB13901
9317,Botulinum neurotoxin type G,botG,,,Q60393,BXG_CLOBO,1ZB7; 2VXR; 3MPP,,,,Clostridium botulinum,DB13899
9320,Beta-lactamase,fox-7,,,Q53IN1,Q53IN1_KLEPN,,,,,Klebsiella pneumoniae,DB12107
9326,Sodium channel protein,,,,Q86DI9,Q86DI9_9NEOP,,,,,Pediculus humanus,DB13746
20,D(1A) dopamine receptor,DRD1,30397,X55760,P21728,DRD1_HUMAN,7CKW; 7CKX; 7CKY; 7CKZ; 7CRH; 7F0T; 7F1O; 7F1Z; 7F23; 7F24; 7JOZ; 7JV5; 7JVP; 7JVQ; 7LJC; 7LJD; 7X2C; 7X2D; 7X2F; 8IRR; 8JXR; 8JXS,DRD1,DRD1,HGNC:3020,Humans,DB01049; DB11275; DB13345
145,D(1B) dopamine receptor,DRD5,32049,X58454,P21918,DRD5_HUMAN,8IRV,DRD5,DRD5,HGNC:3026,Humans,DB01049; DB11275; DB13345
756,D(2) dopamine receptor,DRD2,181432,M30625,P14416,DRD2_HUMAN,5AER; 6CM4; 6LUQ; 6VMS; 7DFP; 7JVR; 8IRS; 8TZQ; 8U02,DRD2,DRD2,HGNC:3023,Humans,DB01049; DB11275; DB13345
581,D(3) dopamine receptor,DRD3,927342,U32499,P35462,DRD3_HUMAN,3PBL; 7CMU; 7CMV; 8IRT,DRD3,DRD3,HGNC:3024,Humans,DB01049; DB11275; DB13345
389,D(4) dopamine receptor,DRD4,291946,L12398,P21917,DRD4_HUMAN,5WIU; 5WIV,DRD4,DRD4,HGNC:3025,Humans,DB01049; DB11275; DB13345
349,Potassium-transporting ATPase alpha chain 1,ATP4A,561634,J05451,P20648,ATP4A_HUMAN,,ATP4A,ATP4A,HGNC:819,Humans,DB11739
619,Potassium-transporting ATPase subunit beta,ATP4B,184105,M75110,P51164,ATP4B_HUMAN,,ATP4B,ATP4B,HGNC:820,Humans,DB11739
9339,Tyrosine-protein kinase Tec,TEC,,,P42680,TEC_HUMAN,2LUL,TEC,,HGNC:11719,Humans,DB06616; DB14924
9342,Serine/threonine-protein kinase 36,STK36,,,Q9NRP7,STK36_HUMAN,,STK36,,HGNC:17209,Humans,DB11718
9357,Tyrosine-protein kinase TXK,TXK,,,P42681,TXK_HUMAN,2DM0,TXK,,HGNC:12434,Humans,DB14924
9366,Tyrosine-protein kinase receptor UFO,AXL,,,P30530,UFO_HUMAN,2C5D; 4RA0; 5U6B; 5VXZ,AXL,,HGNC:905,Humans,DB12141
9370,Cytoplasmic tyrosine-protein kinase BMX,BMX,,,P51813,BMX_HUMAN,2EKX; 2YS2; 3SXR; 3SXS; 6I99; 8X2A,BMX,,HGNC:1079,Humans,DB14924
9400,Glycogen synthase kinase-3 alpha,GSK3A,,,P49840,GSK3A_HUMAN,7SXF; 7SXG,GSK3A,,HGNC:4616,Humans,DB00313
9410,LIM domain kinase 2,LIMK2,,,P53671,LIMK2_HUMAN,1X6A; 4TPT; 5NXD; 7QHG; 8GI4; 8S3X; 8WSW,LIMK2,,HGNC:6614,Humans,DB11718
9444,Macrophage-stimulating protein receptor,MST1R,,,Q04912,RON_HUMAN,3PLS; 4FWW; 4QT8; 8ZKD,MST1R,,HGNC:7381,Humans,DB08865
9455,NT-3 growth factor receptor,NTRK3,,,Q16288,NTRK3_HUMAN,1WWC; 3V5Q; 4YMJ; 6KZC; 6KZD,NTRK3,,HGNC:8033,Humans,DB11986; DB14723; DB16826
9488,Proto-oncogene tyrosine-protein kinase ROS,ROS1,,,P08922,ROS1_HUMAN,3ZBF; 4UXL; 7Z5W; 7Z5X,ROS1,,HGNC:10261,Humans,DB08865; DB11986; DB12130; DB16826
9500,Gastrin,GAST,,,P01350,GAST_HUMAN,5WRJ; 7F8V; 7F8W; 7XOW,GAST,,HGNC:4164,Humans,DB12532
9504,Glutamate-gated chloride channel,GluClX,,,Q25634,Q25634_ONCVO,,,,,Onchocerca volvulus,DB11431
9505,30S ribosomal protein S11,rpsK,,,L0LZJ6,L0LZJ6_ENTBF,,,,,Enterobacteriaceae bacterium (strain FGI 57),DB12615
9506,Envelope protein F13,,,,P33815,F13_VAR67,,,,,Variola virus (isolate Human/India/Ind3/1967),DB12020
9508,Histone-lysine N-methyltransferase EZH2,EZH2,,,Q15910,EZH2_HUMAN,4MI0; 4MI5; 5GSA; 5H14; 5H15; 5H17; 5H19; 5H24; 5H25; 5HYN; 5IJ7; 5IJ8; 5LS6; 5U5T; 5U62; 5WG6; 5WUK; 6C23; 6C24; 6LO2; 6P5L; 6U4Y; 6WKR; 7AT8; 7QJG; 7QJU; 7QK4; 8EQV; 8FYH; 9C8U,EZH2,,HGNC:3527,Humans,DB12887
4829,Polyprenal reductase,SRD5A3,,,Q9H8P0,SR5A3_HUMAN,,SRD5A3,,HGNC:25812,Humans,DB00548; DB01126; DB01216
4830,Protein kinase C gamma type,PRKCG,,,P05129,KPCG_HUMAN,2E73; 2UZP,PRKCG,,HGNC:9402,Humans,DB06595
4840,ATP-sensitive inward rectifier potassium channel 10,KCNJ10,,,P78508,KCJ10_HUMAN,,KCNJ10,,HGNC:6256,Humans,DB00672; DB00839; DB01067; DB01251; DB01382
5024,Voltage-dependent R-type calcium channel subunit alpha-1E,CACNA1E,,,Q15878,CAC1E_HUMAN,3BXL; 7XLQ; 7YG5; 8EPL; 8EPM,CACNA1E,,HGNC:1392,Humans,DB00555
90,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 2N7G; 4HP9; 4HQA; 5VA1; 5VA2; 5VA3; 6SYG; 8IO4; 9CHP; 9CHQ; 9CHR; 9CHS,KCNH2,KCNH2,HGNC:6251,Humans,DB01118
462,Voltage-gated inwardly rectifying potassium channel KCNH6,KCNH6,11878259,AF311913,Q9H252,KCNH6_HUMAN,,KCNH6,KCNH6,HGNC:18862,Humans,DB01118
699,Voltage-gated inwardly rectifying potassium channel KCNH7,KCNH7,4104136,AF032897,Q9NS40,KCNH7_HUMAN,6Y7Q,KCNH7,KCNH7,HGNC:18863,Humans,DB01118
1131,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,567019,L36069,Q14500,KCJ12_HUMAN,,KCNJ12,KCNJ12,HGNC:6258,Humans,DB04855
4842,ATP-sensitive inward rectifier potassium channel 14,KCNJ14,,,Q9UNX9,KCJ14_HUMAN,,KCNJ14,,HGNC:6260,Humans,DB04855
9677,Inward rectifier potassium channel 2,KCNJ2,,,P63252,KCNJ2_HUMAN,6SPZ; 7ZDZ,KCNJ2,,HGNC:6263,Humans,DB04855
5112,Inward rectifier potassium channel 4,KCNJ4,,,P48050,KCNJ4_HUMAN,3GJ9,KCNJ4,,HGNC:6265,Humans,DB04855
9551,Aquaporin-3,AQP3,,,Q92482,AQP3_HUMAN,,AQP3,,HGNC:636,Humans,DB09020
9557,Sclerostin,SOST,,,Q9BQB4,SOST_HUMAN,2K8P; 3SOV; 6L6R,SOST,,HGNC:13771,Humans,DB11866
9589,Endothelial PAS domain-containing protein 1,EPAS1,,,Q99814,EPAS1_HUMAN,1P97; 2A24; 3F1N; 3F1O; 3F1P; 3H7W; 3H82; 4GHI; 4GS9; 4PKY; 4XT2; 5KIZ; 5TBM; 5UFP; 6BVB; 6CZW; 6D09; 6D0B; 6D0C; 6I7Q; 6I7R; 6X21; 6X28; 6X2H; 6X37; 6X3D; 7Q5V; 7Q5X; 7UJV; 8CK3; 8CK4; 8CK8; 8Q5S; 8Q64; 8Q6D; 8Q6E,EPAS1,,HGNC:3374,Humans,DB15463
9598,B-cell antigen receptor complex-associated protein beta chain,CD79B,,,P40259,CD79B_HUMAN,3KG5; 7WSO; 7WSP; 7XQ8; 7XT6,CD79B,,HGNC:1699,Humans,DB12240
9601,Beta-lactamase Ohio-1,,,,P18251,BLA1_ENTCL,,,,,Enterobacter cloacae,DB01606
9604,Melanocortin receptor 4,MC4R,,,P32245,MC4R_HUMAN,6W25; 7AUE; 7F53; 7F54; 7F55; 7F58; 7PIU; 7PIV; 8WKY; 8WKZ,MC4R,,HGNC:6932,Humans,DB04931; DB06800; DB11653; DB11700
9643,Exportin-1,XPO1,,,O14980,XPO1_HUMAN,1W9C; 2L1L; 3GB8; 4BSM; 4BSN; 5DIS; 6TVO; 7B51,XPO1,,HGNC:12825,Humans,DB11942
9650,Phosphodiesterase isozyme 4,PDE4,,,Q86V67,Q86V67_HUMAN,,,,,Humans,DB05676
9698,50S ribosomal protein L22,rplV,,,P61182,RL22_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB12825
9743,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,tlyA,,,P9WJ63,TLYA_MYCTU,5KS2; 5KYG,,,,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),DB00314; DB06827
9773,Polymerase acidic protein,PA,,,P03433,PA_I34A1,2ZNL; 4YYL; 4ZHZ; 4ZI0; 4ZQQ; 5FDD; 5FDG; 5I13; 5JHT; 5JHV,,,,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),DB13997
9779,Pepsin A-5,PGA5,,,P0DJD9,PEPA5_HUMAN,,PGA5,,HGNC:8887,Humans,DB00364
